,w1,w2,cosin
1002,症狀,青少年,0.009870345
1003,症狀,台北,0.106493264
1004,症狀,中心,0.03876635
1005,症狀,照顧,0.124699354
1006,症狀,傳真,0.15870354
1008,症狀,過度,0.20995185
1009,症狀,組織,0.18556479
1011,症狀,性格,0.0021782015
1012,症狀,自救,0.054658946
1013,症狀,認識,0.06229931
1014,症狀,現在,0.19013864
1016,症狀,內容,0.044791367
1017,症狀,身心科,0.03700333
1018,症狀,動作,0.09971321
1020,症狀,注意力,0.1263907
1021,症狀,地址,0.061514407
1022,症狀,分級,0.030850295
1024,症狀,花蓮縣,0.035055142
1025,症狀,重度,0.12874661
1026,症狀,反應,0.07722928
1027,症狀,諮詢,0.0037274659
1028,症狀,困擾,0.12313696
1029,症狀,狀況,0.1317918
1030,症狀,舒服,0.09517355
1031,症狀,朋友,0.042216778
1033,症狀,感到,0.04869087
1034,症狀,病情,0.19844922
1036,症狀,食慾不振,0.051633563
1037,症狀,明顯,0.011361688
1038,症狀,活動,0.032435663
1039,症狀,標準,0.036616817
1040,症狀,遺傳,0.05283824
1041,症狀,腎上腺素,0.09745879
1042,症狀,慢性,0.093125716
1043,症狀,透過,0.1574526
1045,症狀,維持,0.033439085
1048,症狀,罪惡感,0.09449067
1049,症狀,營養,0.038281962
1050,症狀,有效,0.069170594
1051,症狀,稱為,0.007673919
1052,症狀,人際,0.08956393
1053,症狀,身心,0.06138996
1054,症狀,異常,0.124924585
1058,症狀,發展,0.10171903
1059,症狀,合作,0.10826413
1060,症狀,振芝,0.05925724
1061,症狀,少於,0.044213243
1062,症狀,廣告,0.021253638
1063,症狀,系統,0.10179335
1064,症狀,逐漸,0.03637747
1065,症狀,過敏,0.054380506
1066,症狀,衛教,0.08091959
1067,症狀,指出,0.01682933
1068,症狀,親友,0.03288587
1069,症狀,能力,0.099906206
1072,症狀,減輕,0.04288906
1073,症狀,天然,0.038761083
1074,症狀,重視,0.048471477
1075,症狀,選擇,0.012240897
1076,症狀,腦部,0.114730895
1078,症狀,專科,0.062140077
1079,症狀,疲倦,0.041108597
1080,症狀,介紹,0.03564379
1081,症狀,臺灣,0.07289752
1082,症狀,濫用,0.04576735
1083,症狀,判斷,0.013981797
1084,症狀,學會,0.06841689
1085,症狀,處理,0.09969048
1086,症狀,輕度,0.10856882
1088,症狀,患有,0.06664183
1090,症狀,想法,0.17890656
1091,症狀,過去,0.09363982
1092,症狀,反覆,0.07361927
1093,症狀,絕望,0.047926374
1094,症狀,脂肪酸,0.024936633
1096,症狀,政策,0.020900873
1097,症狀,方面,0.16975342
1098,症狀,心悸,0.06589366
1099,症狀,活力,0.07760469
1100,症狀,正確,0.044198446
1101,症狀,食慾,0.037992854
1102,症狀,不適,0.10666677
1103,症狀,住院,0.05534015
1104,症狀,說明,0.015095782
1106,症狀,文章,0.04734411
1107,症狀,創傷,0.004186768
1108,症狀,資源,0.06329011
1109,症狀,徵兆,0.073897265
1112,症狀,給予,0.037802026
1114,症狀,緩解,0.0075540803
1115,症狀,法人,0.06826184
1116,症狀,商品,0.048501834
1117,症狀,易怒,0.056100607
1119,症狀,工具,0.09399976
1120,症狀,不斷,0.040844835
1121,症狀,委員會,0.008405805
1122,症狀,事件,0.08376332
1124,症狀,穩定,0.037170112
1125,症狀,學名,0.1652667
1126,症狀,面對,0.09763191
1127,症狀,痛苦,0.023771867
1128,症狀,意念,0.005953416
1129,症狀,管理,0.067549944
1130,症狀,家族,0.10120879
1131,症狀,分享,0.05131978
1132,症狀,說話,0.08153447
1134,症狀,恐慌症,0.14119077
1135,症狀,外在,0.0916915
1136,症狀,手冊,0.04185273
1137,症狀,上升,0.011673054
1139,症狀,事物,0.05189318
1141,症狀,分為,0.001889227
1142,症狀,成因,0.014893271
1143,症狀,人數,0.1214738
1145,症狀,全球,0.11204944
1146,症狀,專家,0.032359198
1147,症狀,風險,0.0059437975
1148,症狀,負擔,0.06465579
1149,症狀,自責,0.020451613
1150,症狀,價值感,0.072919816
1151,症狀,集中,0.1405859
1152,症狀,特別,0.010043518
1154,症狀,不良,0.022434892
1156,症狀,鼓勵,0.15619743
1157,症狀,上述,0.076214276
1158,症狀,日常,0.09472337
1159,症狀,記憶力,0.002961453
1160,症狀,期望,0.055407245
1164,症狀,失衡,0.065328665
1165,症狀,支援,0.021077132
1170,症狀,人生,0.06967846
1171,症狀,院區,0.035001174
1174,症狀,及早,0.07134917
1176,症狀,機制,0.013050538
1178,症狀,統計,0.049162
1179,症狀,博士,0.07600797
1181,症狀,簡稱,0.08808005
1182,症狀,兒童,0.018578712
1183,症狀,輕生,0.12018814
1185,症狀,服藥,0.029875783
1186,症狀,迴圈,0.06915942
1189,症狀,抑制,0.038678616
1191,症狀,抑鬱症,0.09239997
1192,症狀,找到,0.05048801
1194,症狀,抑制劑,0.07598017
1195,症狀,關懷,0.08971087
1196,症狀,關心,0.020427693
1197,症狀,提升,0.008028314
1199,症狀,分析,0.011288159
1200,症狀,中度,0.010734394
1201,症狀,生病,0.055802442
1203,症狀,感受,0.062474206
1204,症狀,快樂,0.018066218
1205,症狀,促進,0.0010160971
1209,症狀,目前,0.1287436
1211,症狀,抗鬱劑,0.12459174
1212,症狀,影響到,0.038929492
1217,症狀,專注,0.04924603
1218,症狀,酵母,0.028905567
1219,症狀,注意,0.067392826
1220,症狀,性慾,0.026265519
1221,症狀,突然,0.15834284
1223,症狀,蛋白質,0.106450036
1224,症狀,經由,0.046906203
1225,症狀,強烈,0.12621674
1226,症狀,乒乓球,0.0007891073
1230,症狀,避免,0.1111799
1231,症狀,適合,0.0035349615
1232,症狀,安心,0.079717435
1233,症狀,至少,0.17576373
1234,症狀,調整,0.083079174
1236,症狀,國際,0.039235726
1237,症狀,聲明,0.10310312
1239,症狀,完整,0.040522043
1240,症狀,責任,0.10084157
1241,症狀,關節炎,0.059359558
1243,症狀,出版,0.09664132
1244,症狀,共同,0.0036206767
1245,症狀,經濟,0.09709659
1246,症狀,影音,0.006103955
1247,症狀,老年,0.09015411
1249,症狀,空虛,0.010000314
1250,症狀,失智症,0.19280514
1252,症狀,指數,0.05634161
1254,症狀,情況,0.04649533
1255,症狀,學習,0.07684061
1256,症狀,傷害,0.032399956
1258,症狀,星期,0.05477199
1259,症狀,開啟,0.02082606
1260,症狀,症候群,0.0056368895
1263,症狀,時期,0.015319915
1264,症狀,掛號,0.037396267
1266,症狀,遲緩,0.078806154
1268,症狀,發病,0.02959759
1269,症狀,減壓,0.0024579838
1271,症狀,過多,0.032978635
1272,症狀,提到,0.046570595
1273,症狀,趨勢,0.02181402
1274,症狀,大部分,0.057973508
1276,症狀,緩慢,0.07707548
1277,症狀,基因,0.05929084
1278,症狀,頭痛,0.161232
1279,症狀,討論,0.040712554
1280,症狀,多巴胺,0.01487701
1281,症狀,過往,0.09393601
1283,症狀,分院,0.02686147
1284,憂鬱,情緒,0.44338602
1285,憂鬱,患者,0.37025023
1286,憂鬱,心理,0.3579173
1287,憂鬱,醫師,0.28749698
1288,憂鬱,疾病,0.29948378
1289,憂鬱,壓力,0.32883716
1290,憂鬱,藥物,0.31737787
1291,憂鬱,生活,0.30640948
1292,憂鬱,健康,0.24116752
1293,憂鬱,身體,0.33698142
1294,憂鬱,自殺,0.27810764
1295,憂鬱,發作,0.16712326
1296,憂鬱,嚴重,0.2871521
1297,憂鬱,檢測,0.30220526
1298,憂鬱,需要,0.3214319
1299,憂鬱,精神,0.21499225
1300,憂鬱,無法,0.16486049
1301,憂鬱,出現,0.22863463
1302,憂鬱,問題,0.19325003
1303,憂鬱,建議,0.22012436
1305,憂鬱,血清素,0.16602024
1306,憂鬱,前兆,0.14014904
1307,憂鬱,自我,0.30393884
1308,憂鬱,造成,0.25333437
1309,憂鬱,持續,0.12984529
1310,憂鬱,診斷,0.18092948
1311,憂鬱,思考,0.16594568
1312,憂鬱,容易,0.110217094
1313,憂鬱,神經,0.17051992
1314,憂鬱,改善,0.14131251
1315,憂鬱,罹患,0.12513411
1316,憂鬱,原因,0.09334497
1317,憂鬱,因素,0.18103579
1318,憂鬱,研究,0.2237621
1319,憂鬱,協助,0.25595033
1320,憂鬱,低落,0.1408681
1321,憂鬱,療法,0.1045055
1322,憂鬱,台灣,0.113672465
1323,憂鬱,行為,0.16176869
1324,憂鬱,物質,0.16864705
1325,憂鬱,防治,0.11217392
1326,憂鬱,時間,0.032114163
1327,憂鬱,失去,0.16173434
1328,憂鬱,飲食,0.0774455
1329,憂鬱,資訊,0.08043644
1330,憂鬱,使用,0.21250522
1331,憂鬱,導致,0.1087324
1332,憂鬱,失眠,0.021177184
1333,憂鬱,表現,0.1965311
1334,憂鬱,相關,0.16889597
1335,憂鬱,睡眠,0.052137554
1336,憂鬱,預防,0.029120576
1337,憂鬱,服務,0.1283724
1338,憂鬱,焦慮,0.09395951
1339,憂鬱,精神科,0.04004761
1340,憂鬱,功能,0.0583998
1341,憂鬱,程度,0.16409494
1342,憂鬱,知道,0.026273737
1344,憂鬱,運動,0.14420034
1345,憂鬱,家人,0.15877074
1346,憂鬱,發現,0.1696311
1347,憂鬱,感覺,0.0646196
1348,憂鬱,診所,0.09620488
1349,憂鬱,心情,0.10405132
1350,憂鬱,影響,0.14817776
1351,憂鬱,通常,0.2034035
1352,憂鬱,方式,0.1478073
1353,憂鬱,一半,0.007904142
1354,憂鬱,自律神經,0.042735588
1355,憂鬱,復發,0.08332986
1356,憂鬱,推薦,0.14368682
1357,憂鬱,大腦,0.12427631
1359,憂鬱,病患,0.21669173
1360,憂鬱,焦慮症,0.17500576
1361,憂鬱,常見,0.14190876
1363,憂鬱,增加,0.2004273
1364,憂鬱,負面,0.0031426921
1365,憂鬱,改變,0.15608951
1366,憂鬱,資料,0.123803556
1367,憂鬱,長期,0.08675924
1368,憂鬱,專業,0.12778118
1370,憂鬱,康健,0.160406
1371,憂鬱,工作,0.21402621
1373,憂鬱,醫學,0.18444434
1374,憂鬱,認知,0.14699909
1375,憂鬱,醫療,0.17474271
1377,憂鬱,興趣,0.15360233
1378,憂鬱,生理,0.19870639
1379,憂鬱,心理治療,0.21926638
1380,憂鬱,重要,0.08437116
1381,憂鬱,社會,0.10214117
1382,憂鬱,躁鬱症,0.027869873
1383,憂鬱,幫助,0.09079462
1384,憂鬱,發生,0.12543467
1385,憂鬱,線上,0.07396354
1386,憂鬱,病人,0.15483043
1387,憂鬱,產生,0.21451731
1388,憂鬱,尋求,0.17337689
1389,憂鬱,協會,0.032459036
1390,憂鬱,體重,0.15253238
1391,憂鬱,衛生,0.117097855
1392,憂鬱,提供,0.2032009
1393,憂鬱,方法,0.10669716
1394,憂鬱,效果,0.18382004
1395,憂鬱,諮商,0.09052406
1396,憂鬱,服用,0.08049624
1397,憂鬱,就醫,0.14312634
1398,憂鬱,念頭,0.13631013
1399,憂鬱,事情,0.078890026
1400,憂鬱,世界,0.17117588
1401,憂鬱,狀態,0.049617253
1402,憂鬱,女性,0.027098145
1403,憂鬱,刺激,0.0144963255
1404,憂鬱,臨床,0.05879476
1405,憂鬱,調節,0.033065703
1407,憂鬱,以下,0.07424861
1408,憂鬱,更多,0.10585801
1409,憂鬱,超過,0.17560185
1410,憂鬱,正常,0.10756671
1411,憂鬱,醫生,0.10521728
1412,憂鬱,醫院,0.05455313
1413,憂鬱,陪伴,0.09374723
1414,憂鬱,包括,0.1555435
1415,憂鬱,接受,0.08914755
1416,憂鬱,缺乏,0.022065327
1417,憂鬱,主要,0.16665645
1418,憂鬱,支持,0.09838228
1419,憂鬱,適當,0.14375246
1420,憂鬱,傳導,0.114590496
1421,憂鬱,量表,0.064634
1422,憂鬱,評估,0.1413356
1423,憂鬱,習慣,0.015312687
1424,憂鬱,家庭,0.06247836
1425,憂鬱,關係,0.05372043
1426,憂鬱,延伸,0.13933712
1427,憂鬱,大於,0.074517205
1428,憂鬱,青少年,0.023552254
1429,憂鬱,台北,0.08583143
1430,憂鬱,中心,0.0010041837
1431,憂鬱,照顧,0.15091532
1432,憂鬱,傳真,0.07584869
1434,憂鬱,過度,0.23202434
1435,憂鬱,組織,0.22042692
1436,憂鬱,預約,0.081966
1437,憂鬱,性格,0.018788047
1438,憂鬱,自救,0.045473598
1439,憂鬱,認識,0.03446435
1440,憂鬱,現在,0.24101397
1441,憂鬱,門診,0.059160635
1443,憂鬱,身心科,0.025815463
1444,憂鬱,動作,0.0973701
1445,憂鬱,悲傷,0.029157188
1446,憂鬱,注意力,0.16494617
1447,憂鬱,地址,0.013954347
1449,憂鬱,環境,0.021369278
1451,憂鬱,重度,0.110094406
1452,憂鬱,反應,0.066759914
1453,憂鬱,諮詢,0.067060545
1454,憂鬱,困擾,0.12294123
1455,憂鬱,狀況,0.12233582
1457,憂鬱,朋友,0.050795473
1459,憂鬱,感到,0.090607435
1460,憂鬱,病情,0.23110206
1461,憂鬱,專線,0.03899273
1462,憂鬱,食慾不振,0.032562315
1463,憂鬱,明顯,0.03625552
1464,憂鬱,活動,0.03786949
1465,憂鬱,標準,0.016848724
1466,憂鬱,遺傳,0.07554337
1467,憂鬱,腎上腺素,0.19766155
1468,憂鬱,慢性,0.12628065
1469,憂鬱,透過,0.11931105
1470,憂鬱,測試,0.010980319
1471,憂鬱,維持,0.035526413
1474,憂鬱,罪惡感,0.07223196
1475,憂鬱,營養,0.06549203
1476,憂鬱,有效,0.089481786
1477,憂鬱,稱為,0.010763334
1478,憂鬱,人際,0.13315076
1479,憂鬱,身心,0.10860005
1480,憂鬱,異常,0.020754553
1483,憂鬱,相應,0.063446105
1484,憂鬱,發展,0.12025029
1485,憂鬱,合作,0.021122113
1486,憂鬱,振芝,0.033814885
1489,憂鬱,系統,0.08140464
1490,憂鬱,逐漸,0.089783594
1491,憂鬱,過敏,0.018922515
1492,憂鬱,衛教,0.08988367
1493,憂鬱,指出,0.0506369
1494,憂鬱,親友,0.026605772
1495,憂鬱,能力,0.10307704
1496,憂鬱,傾向,0.050037123
1498,憂鬱,減輕,0.09549307
1499,憂鬱,天然,0.18476096
1500,憂鬱,重視,0.09618913
1502,憂鬱,腦部,0.19126779
1504,憂鬱,專科,0.055113774
1506,憂鬱,介紹,0.088193804
1507,憂鬱,臺灣,0.046685085
1508,憂鬱,濫用,0.11951687
1509,憂鬱,判斷,0.018969897
1510,憂鬱,學會,0.14561157
1511,憂鬱,處理,0.08856931
1512,憂鬱,輕度,0.074823365
1513,憂鬱,無力,0.039947975
1516,憂鬱,想法,0.15178698
1517,憂鬱,過去,0.008102242
1518,憂鬱,反覆,0.057993457
1519,憂鬱,絕望,0.00899299
1520,憂鬱,脂肪酸,0.037425943
1521,憂鬱,心靈,0.005158658
1522,憂鬱,政策,0.09717481
1523,憂鬱,方面,0.1639077
1524,憂鬱,心悸,0.029964413
1525,憂鬱,活力,0.071463406
1526,憂鬱,正確,0.06487788
1528,憂鬱,不適,0.13795748
1529,憂鬱,住院,0.12622224
1530,憂鬱,說明,0.07276911
1532,憂鬱,文章,0.0037942166
1533,憂鬱,創傷,0.040957738
1534,憂鬱,資源,0.095244765
1535,憂鬱,徵兆,0.069845155
1536,憂鬱,男性,0.07249163
1538,憂鬱,給予,0.06073799
1539,憂鬱,告訴,0.00232248
1540,憂鬱,緩解,0.05114962
1541,憂鬱,法人,0.050029032
1542,憂鬱,商品,0.038544435
1545,憂鬱,工具,0.053592548
1546,憂鬱,不斷,0.023676036
1548,憂鬱,事件,0.036766026
1551,憂鬱,學名,0.12486844
1552,憂鬱,面對,0.21699896
1553,憂鬱,痛苦,0.052432574
1554,憂鬱,意念,0.006625723
1556,憂鬱,家族,0.06893728
1557,憂鬱,分享,0.16677336
1559,憂鬱,正念,0.116512746
1560,憂鬱,恐慌症,0.05585654
1561,憂鬱,外在,0.044182345
1562,憂鬱,手冊,0.079147816
1563,憂鬱,上升,0.029426904
1565,憂鬱,事物,0.026088722
1566,憂鬱,回收,0.064238735
1567,憂鬱,分為,0.0092194155
1568,憂鬱,成因,0.08367258
1569,憂鬱,人數,0.08645307
1571,憂鬱,全球,0.13759194
1572,憂鬱,專家,0.010465533
1573,憂鬱,風險,0.10541054
1574,憂鬱,負擔,0.035022907
1575,憂鬱,自責,0.06492783
1576,憂鬱,價值感,0.12784964
1577,憂鬱,集中,0.030734468
1578,憂鬱,特別,0.13094419
1579,憂鬱,攝取,0.016418835
1580,憂鬱,不良,0.012346515
1581,憂鬱,觀察,0.02973247
1582,憂鬱,鼓勵,0.053020835
1583,憂鬱,上述,0.054030694
1584,憂鬱,日常,0.110854425
1590,憂鬱,失衡,0.06275307
1591,憂鬱,支援,0.047847994
1593,憂鬱,更新,0.04596916
1595,憂鬱,簡單,0.009105086
1596,憂鬱,人生,0.06704042
1597,憂鬱,院區,0.07497934
1600,憂鬱,及早,0.06086281
1604,憂鬱,統計,0.006608609
1606,憂鬱,西藥,0.0393273
1607,憂鬱,簡稱,0.047909096
1609,憂鬱,輕生,0.16731381
1610,憂鬱,急診,0.011269912
1611,憂鬱,服藥,0.04685181
1615,憂鬱,抑制,0.07776807
1618,憂鬱,找到,0.08780939
1620,憂鬱,抑制劑,0.0700713
1621,憂鬱,關懷,0.029068239
1624,憂鬱,美國,0.027791299
1625,憂鬱,分析,0.10739806
1626,憂鬱,中度,0.03032292
1629,憂鬱,感受,0.10213045
1631,憂鬱,促進,0.07088685
1633,憂鬱,簡介,0.10546043
1635,憂鬱,目前,0.07593469
1637,憂鬱,抗鬱劑,0.11569806
1638,憂鬱,影響到,0.02597133
1639,憂鬱,重大,0.11258191
1642,憂鬱,人本,0.010486683
1643,憂鬱,專注,0.11048443
1645,憂鬱,注意,0.110586084
1647,憂鬱,突然,0.0769659
1648,憂鬱,補充,0.02454744
1649,憂鬱,蛋白質,0.022153106
1650,憂鬱,經由,0.09583914
1651,憂鬱,強烈,0.13145064
1652,憂鬱,乒乓球,0.008432658
1653,憂鬱,普遍,0.038127713
1655,憂鬱,查詢,0.061952457
1656,憂鬱,避免,0.08453335
1658,憂鬱,安心,0.020699868
1659,憂鬱,至少,0.20694758
1660,憂鬱,調整,0.10445076
1662,憂鬱,國際,0.02294056
1663,憂鬱,聲明,0.16571897
1664,憂鬱,訊息,0.04165628
1665,憂鬱,完整,0.095332414
1666,憂鬱,責任,0.02282586
1667,憂鬱,關節炎,0.004333142
1668,憂鬱,人員,0.03545057
1669,憂鬱,出版,0.027467048
1671,憂鬱,經濟,0.10972608
1672,憂鬱,影音,0.018085852
1673,憂鬱,老年,0.013905739
1675,憂鬱,空虛,0.062108792
1676,憂鬱,失智症,0.039805718
1678,憂鬱,指數,0.060104474
1679,憂鬱,經歷,0.057057336
1681,憂鬱,學習,0.07031445
1682,憂鬱,傷害,0.10731884
1683,憂鬱,太多,0.013840668
1684,憂鬱,星期,0.15552995
1685,憂鬱,開啟,0.006826873
1689,憂鬱,時期,0.06708763
1690,憂鬱,掛號,0.09960131
1692,憂鬱,遲緩,9.482447e-05
1694,憂鬱,發病,0.04466097
1696,憂鬱,差別,0.08447076
1697,憂鬱,過多,0.085090965
1698,憂鬱,提到,0.021002375
1700,憂鬱,大部分,0.04398971
1701,憂鬱,減少,0.03871525
1703,憂鬱,基因,0.0108011775
1704,憂鬱,頭痛,0.11753434
1705,憂鬱,討論,0.058741055
1707,憂鬱,過往,0.075277634
1708,憂鬱,減退,0.0063507184
1709,憂鬱,分院,0.05164014
1710,情緒,患者,0.39914173
1711,情緒,心理,0.34391963
1712,情緒,醫師,0.3257093
1713,情緒,疾病,0.34009165
1714,情緒,壓力,0.32941687
1715,情緒,藥物,0.317513
1716,情緒,生活,0.3749257
1717,情緒,健康,0.44473088
1718,情緒,身體,0.097671986
1719,情緒,自殺,0.30951703
1720,情緒,發作,0.15314932
1721,情緒,嚴重,0.22999106
1722,情緒,檢測,0.3197819
1723,情緒,需要,0.24150991
1724,情緒,精神,0.19102097
1725,情緒,無法,0.066681676
1726,情緒,出現,0.21753679
1727,情緒,問題,0.10760375
1728,情緒,建議,0.16255292
1729,情緒,閱讀,0.17121167
1730,情緒,血清素,0.15973283
1731,情緒,前兆,0.10611662
1732,情緒,自我,0.18550375
1733,情緒,造成,0.24003759
1734,情緒,持續,0.079435
1735,情緒,診斷,0.2048078
1736,情緒,思考,0.21527632
1737,情緒,容易,0.0930607
1738,情緒,神經,0.269045
1739,情緒,改善,0.08352265
1740,情緒,罹患,0.17192824
1741,情緒,原因,0.15202673
1742,情緒,因素,0.2671904
1743,情緒,研究,0.2833836
1744,情緒,協助,0.26698846
1745,情緒,低落,0.11129471
1746,情緒,療法,0.23334749
1747,情緒,台灣,0.16358855
1748,情緒,行為,0.19940534
1749,情緒,物質,0.17864218
1750,情緒,防治,0.12770414
1751,情緒,時間,0.106527634
1752,情緒,失去,0.20927326
1753,情緒,飲食,0.08170012
1754,情緒,資訊,0.055886157
1755,情緒,使用,0.20205863
1756,情緒,導致,0.19633159
1757,情緒,失眠,0.085760415
1758,情緒,表現,0.13169213
1759,情緒,相關,0.15702507
1760,情緒,睡眠,0.1217363
1761,情緒,預防,0.044162285
1762,情緒,服務,0.061134417
1763,情緒,焦慮,0.03169985
1764,情緒,精神科,0.13357173
1766,情緒,程度,0.16469166
1767,情緒,知道,0.06974931
1769,情緒,運動,0.18758643
1770,情緒,家人,0.10738922
1771,情緒,發現,0.18183021
1772,情緒,感覺,0.04566157
1773,情緒,診所,0.1512149
1774,情緒,心情,0.18290187
1775,情緒,影響,0.2059725
1776,情緒,通常,0.26712662
1777,情緒,方式,0.22580707
1779,情緒,自律神經,0.114688054
1780,情緒,復發,0.12854338
1781,情緒,推薦,0.20124224
1782,情緒,大腦,0.09161805
1784,情緒,病患,0.30379567
1785,情緒,焦慮症,0.19191742
1786,情緒,常見,0.18650061
1788,情緒,增加,0.34181106
1789,情緒,負面,0.12769999
